"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"146","GRBBR",2017-04-29 02:45:00,15.4,""," ",2017,4,29
"147","GRBBR",2017-04-29 03:00:00,15.5,""," ",2017,4,29
"148","GRBBR",2017-04-29 03:15:00,15.7,""," ",2017,4,29
"149","GRBBR",2017-04-29 03:30:00,15.7,""," ",2017,4,29
"150","GRBBR",2017-04-29 03:45:00,15.8,""," ",2017,4,29
"151","GRBBR",2017-04-29 04:00:00,15.8,""," ",2017,4,29
"152","GRBBR",2017-04-29 04:15:00,15.8,""," ",2017,4,29
"153","GRBBR",2017-04-29 04:30:00,15.8,""," ",2017,4,29
"154","GRBBR",2017-04-29 04:45:00,15.7,""," ",2017,4,29
"155","GRBBR",2017-04-29 05:00:00,15.7,""," ",2017,4,29
"156","GRBBR",2017-04-29 05:15:00,15.6,""," ",2017,4,29
"157","GRBBR",2017-04-29 05:30:00,15.6,""," ",2017,4,29
"158","GRBBR",2017-04-29 05:45:00,15.7,""," ",2017,4,29
"159","GRBBR",2017-04-29 06:00:00,15.4,""," ",2017,4,29
"160","GRBBR",2017-04-29 06:15:00,15.4,""," ",2017,4,29
"161","GRBBR",2017-04-29 06:30:00,15.1,""," ",2017,4,29
"162","GRBBR",2017-04-29 06:45:00,14.9,""," ",2017,4,29
"163","GRBBR",2017-04-29 07:00:00,14.5,""," ",2017,4,29
"164","GRBBR",2017-04-29 07:15:00,13.3,""," ",2017,4,29
"165","GRBBR",2017-04-29 07:30:00,12.3,""," ",2017,4,29
"166","GRBBR",2017-04-29 07:45:00,10.2,""," ",2017,4,29
"167","GRBBR",2017-04-29 08:00:00,8.8,""," ",2017,4,29
"168","GRBBR",2017-04-29 08:15:00,6.9,""," ",2017,4,29
"169","GRBBR",2017-04-29 08:30:00,6,""," ",2017,4,29
"170","GRBBR",2017-04-29 08:45:00,4.9,""," ",2017,4,29
"171","GRBBR",2017-04-29 09:00:00,4.5,""," ",2017,4,29
"172","GRBBR",2017-04-29 09:15:00,3.6,""," ",2017,4,29
"173","GRBBR",2017-04-29 09:30:00,3,""," ",2017,4,29
"174","GRBBR",2017-04-29 09:45:00,2.4,""," ",2017,4,29
"175","GRBBR",2017-04-29 10:00:00,1.4,""," ",2017,4,29
"176","GRBBR",2017-04-29 10:15:00,0.7,""," ",2017,4,29
"177","GRBBR",2017-04-29 10:30:00,0.4,""," ",2017,4,29
"178","GRBBR",2017-04-29 10:45:00,0.7,""," ",2017,4,29
"179","GRBBR",2017-04-29 11:00:00,0.4,""," ",2017,4,29
"180","GRBBR",2017-04-29 11:15:00,0.5,""," ",2017,4,29
"181","GRBBR",2017-04-29 11:30:00,0.9,""," ",2017,4,29
"182","GRBBR",2017-04-29 11:45:00,1.5,""," ",2017,4,29
"183","GRBBR",2017-04-29 12:00:00,2.7,""," ",2017,4,29
"184","GRBBR",2017-04-29 12:15:00,4,""," ",2017,4,29
"185","GRBBR",2017-04-29 12:30:00,5,""," ",2017,4,29
"186","GRBBR",2017-04-29 12:45:00,6.2,""," ",2017,4,29
"187","GRBBR",2017-04-29 13:00:00,8.3,""," ",2017,4,29
"188","GRBBR",2017-04-29 13:15:00,10,""," ",2017,4,29
"189","GRBBR",2017-04-29 13:30:00,10.8,""," ",2017,4,29
"190","GRBBR",2017-04-29 13:45:00,12,""," ",2017,4,29
"191","GRBBR",2017-04-29 14:00:00,12.7,""," ",2017,4,29
"192","GRBBR",2017-04-29 14:15:00,13.3,""," ",2017,4,29
"193","GRBBR",2017-04-29 14:30:00,13.7,""," ",2017,4,29
"194","GRBBR",2017-04-29 14:45:00,14,""," ",2017,4,29
"195","GRBBR",2017-04-29 15:00:00,14.6,""," ",2017,4,29
"196","GRBBR",2017-04-29 15:15:00,14.9,""," ",2017,4,29
"197","GRBBR",2017-04-29 15:30:00,15.1,""," ",2017,4,29
"198","GRBBR",2017-04-29 15:45:00,15.3,""," ",2017,4,29
"199","GRBBR",2017-04-29 16:00:00,15.5,""," ",2017,4,29
"200","GRBBR",2017-04-29 16:15:00,15.5,""," ",2017,4,29
"201","GRBBR",2017-04-29 16:30:00,15.6,""," ",2017,4,29
"202","GRBBR",2017-04-29 16:45:00,15.6,""," ",2017,4,29
"203","GRBBR",2017-04-29 17:00:00,15.6,""," ",2017,4,29
"204","GRBBR",2017-04-29 17:15:00,15.6,""," ",2017,4,29
"205","GRBBR",2017-04-29 17:30:00,15.6,""," ",2017,4,29
"206","GRBBR",2017-04-29 17:45:00,15.6,""," ",2017,4,29
"207","GRBBR",2017-04-29 18:00:00,15.5,""," ",2017,4,29
"208","GRBBR",2017-04-29 18:15:00,15.3,""," ",2017,4,29
"209","GRBBR",2017-04-29 18:30:00,15.4,""," ",2017,4,29
"210","GRBBR",2017-04-29 18:45:00,15.1,""," ",2017,4,29
"211","GRBBR",2017-04-29 19:00:00,14.9,""," ",2017,4,29
"212","GRBBR",2017-04-29 19:15:00,14.2,""," ",2017,4,29
"213","GRBBR",2017-04-29 19:30:00,14,""," ",2017,4,29
"214","GRBBR",2017-04-29 19:45:00,13.4,""," ",2017,4,29
"215","GRBBR",2017-04-29 20:00:00,12.4,""," ",2017,4,29
"216","GRBBR",2017-04-29 20:15:00,10.5,""," ",2017,4,29
"217","GRBBR",2017-04-29 20:30:00,9.5,""," ",2017,4,29
"218","GRBBR",2017-04-29 20:45:00,7.1,""," ",2017,4,29
"219","GRBBR",2017-04-29 21:00:00,6.7,""," ",2017,4,29
"220","GRBBR",2017-04-29 21:15:00,5.9,""," ",2017,4,29
"221","GRBBR",2017-04-29 21:30:00,5.1,""," ",2017,4,29
"222","GRBBR",2017-04-29 21:45:00,4.7,""," ",2017,4,29
"223","GRBBR",2017-04-29 22:00:00,4,""," ",2017,4,29
"224","GRBBR",2017-04-29 22:15:00,3.3,""," ",2017,4,29
"225","GRBBR",2017-04-29 22:30:00,2.8,""," ",2017,4,29
"226","GRBBR",2017-04-29 22:45:00,2.5,""," ",2017,4,29
"227","GRBBR",2017-04-29 23:00:00,2.6,""," ",2017,4,29
"228","GRBBR",2017-04-29 23:15:00,3.1,""," ",2017,4,29
"229","GRBBR",2017-04-29 23:30:00,3.9,""," ",2017,4,29
"230","GRBBR",2017-04-29 23:45:00,4.6,""," ",2017,4,29
"231","GRBBR",2017-04-30 00:00:00,5.3,""," ",2017,4,30
"232","GRBBR",2017-04-30 00:15:00,6.4,""," ",2017,4,30
"233","GRBBR",2017-04-30 00:30:00,8,""," ",2017,4,30
"234","GRBBR",2017-04-30 00:45:00,9.8,""," ",2017,4,30
"235","GRBBR",2017-04-30 01:00:00,11.5,""," ",2017,4,30
"236","GRBBR",2017-04-30 01:15:00,12.3,""," ",2017,4,30
"237","GRBBR",2017-04-30 01:30:00,13,""," ",2017,4,30
"238","GRBBR",2017-04-30 01:45:00,13.9,""," ",2017,4,30
"239","GRBBR",2017-04-30 02:00:00,14.3,""," ",2017,4,30
"240","GRBBR",2017-04-30 02:15:00,14.6,""," ",2017,4,30
"241","GRBBR",2017-04-30 02:30:00,15,""," ",2017,4,30
"242","GRBBR",2017-04-30 02:45:00,15.4,""," ",2017,4,30
"243","GRBBR",2017-04-30 03:00:00,15.6,""," ",2017,4,30
"244","GRBBR",2017-04-30 03:15:00,15.8,""," ",2017,4,30
"245","GRBBR",2017-04-30 03:30:00,16,""," ",2017,4,30
"246","GRBBR",2017-04-30 03:45:00,16.1,""," ",2017,4,30
"247","GRBBR",2017-04-30 04:00:00,16.1,""," ",2017,4,30
"248","GRBBR",2017-04-30 04:15:00,16.2,""," ",2017,4,30
"249","GRBBR",2017-04-30 04:30:00,16.2,""," ",2017,4,30
"250","GRBBR",2017-04-30 04:45:00,16.2,""," ",2017,4,30
"251","GRBBR",2017-04-30 05:00:00,16.2,""," ",2017,4,30
"252","GRBBR",2017-04-30 05:15:00,16.2,""," ",2017,4,30
"253","GRBBR",2017-04-30 05:30:00,16.2,""," ",2017,4,30
"254","GRBBR",2017-04-30 05:45:00,16.2,""," ",2017,4,30
"255","GRBBR",2017-04-30 06:00:00,16.2,""," ",2017,4,30
"256","GRBBR",2017-04-30 06:15:00,16.1,""," ",2017,4,30
"257","GRBBR",2017-04-30 06:30:00,16.1,""," ",2017,4,30
"258","GRBBR",2017-04-30 06:45:00,16,""," ",2017,4,30
"259","GRBBR",2017-04-30 07:00:00,15.9,""," ",2017,4,30
"260","GRBBR",2017-04-30 07:15:00,15.8,""," ",2017,4,30
"261","GRBBR",2017-04-30 07:30:00,15.6,""," ",2017,4,30
"262","GRBBR",2017-04-30 07:45:00,15.2,""," ",2017,4,30
