"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"350","GRBLPR",2017-07-15 01:15:00,27.9,""," ",2017,7,15
"351","GRBLPR",2017-07-15 01:30:00,28,""," ",2017,7,15
"352","GRBLPR",2017-07-15 01:45:00,28.1,""," ",2017,7,15
"353","GRBLPR",2017-07-15 02:00:00,28.3,""," ",2017,7,15
"354","GRBLPR",2017-07-15 02:15:00,28.3,""," ",2017,7,15
"355","GRBLPR",2017-07-15 02:30:00,28.6,""," ",2017,7,15
"356","GRBLPR",2017-07-15 02:45:00,28.9,""," ",2017,7,15
"357","GRBLPR",2017-07-15 03:00:00,28.9,""," ",2017,7,15
"358","GRBLPR",2017-07-15 03:15:00,29.1,""," ",2017,7,15
"359","GRBLPR",2017-07-15 03:30:00,29.3,""," ",2017,7,15
"360","GRBLPR",2017-07-15 03:45:00,29.4,""," ",2017,7,15
"361","GRBLPR",2017-07-15 04:00:00,29.5,""," ",2017,7,15
"362","GRBLPR",2017-07-15 04:15:00,29.6,""," ",2017,7,15
"363","GRBLPR",2017-07-15 04:30:00,29.8,""," ",2017,7,15
"364","GRBLPR",2017-07-15 04:45:00,29.8,""," ",2017,7,15
