system:index,B,G,Lidar,N,R,training_poly,.geo
265,116,118,1.1229715,119,114,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7484357613016,43.069100273149544]}"
266,154,160,1.2711097,131,156,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93408948329832,43.02473795919245]}"
267,133,136,1.1205249,118,125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75124866517723,43.04921123709402]}"
268,105,107,1.3103011,103,105,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73393078275556,43.062132741510844]}"
269,184,197,1.1877258,169,202,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90289720965737,43.05675101494929]}"
270,133,140,1.6391438,132,142,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74001081922434,43.04887774539145]}"
271,93,101,0.91778815,100,97,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83493004111638,43.18543121484629]}"
272,80,90,0.61620873,94,82,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83517384092089,43.185595012867644]}"
273,135,142,1.0398499,123,142,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86139803695829,43.168895884703346]}"
274,114,118,1.0382466,122,116,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74841161166097,43.06907307456359]}"
275,90,96,0.40351534,88,86,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83485453047233,43.18555668592059]}"
276,121,125,0.6812751,113,120,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86165662236662,43.16887070008712]}"
277,102,112,0.85903543,106,94,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90296873363894,43.05692252350968]}"
278,124,126,0.9696804,111,125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86161831370124,43.16897844809213]}"
279,124,129,1.084707,116,128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86136020083248,43.16896763009339]}"
280,132,136,1.222559,113,135,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93411327029628,43.024801123334754]}"
281,178,189,1.1912878,161,194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90306983299793,43.05668915542783]}"
282,87,94,0.057227235,82,89,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83518821771368,43.18544209298047]}"
283,140,142,1.5555372,140,150,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75142462778237,43.048933593993034]}"
284,118,122,1.166719,118,120,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7486578106313,43.06903004193342]}"
285,106,117,1.0322938,116,114,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84081603558172,43.068057954813916]}"
286,96,98,0.6443936,124,88,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76644200402451,43.08456405154307]}"
287,125,132,1.0554979,120,134,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86124858422633,43.16903885608946]}"
288,152,156,1.6395983,150,162,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74002458201277,43.048778838914146]}"
289,94,97,-0.082885355,99,90,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83481714169478,43.18559241980175]}"
290,126,131,1.0902414,125,125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7487444167244,43.068985728689334]}"
291,120,128,1.0910425,119,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86135854529631,43.16909363892683]}"
292,116,124,0.80554694,109,117,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86161996869677,43.168852439248106]}"
293,134,140,1.0033643,125,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86121169403171,43.16903859638169]}"
294,116,134,1.4857559,126,127,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75127762719232,43.048914414949046]}"
295,97,104,0.5921088,99,97,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83494282986204,43.18539530208571]}"
296,103,111,0.75569713,96,102,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90273563125426,43.056911966015726]}"
297,112,124,1.0418255,111,112,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90301850153607,43.056868845767]}"
298,99,114,1.0130107,119,115,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84086502060549,43.06806730993943]}"
299,106,108,1.0514618,99,99,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93426359087451,43.024541036185916]}"
300,146,154,1.293205,132,153,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93405514085617,43.02453070031185]}"
301,130,136,0.76890767,117,130,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86132461151021,43.16886836348029]}"
302,115,122,-0.031727195,88,107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90330170639794,43.056798722120135]}"
303,150,159,1.497569,150,162,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7513495213613,43.04903201122054]}"
304,111,111,1.2236716,98,104,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73403061945204,43.06202553594022]}"
305,144,154,1.0380757,115,147,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93416384105856,43.024675423254706]}"
306,176,180,1.4590443,164,185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75127588709573,43.049031422233234]}"
307,100,102,1.2824452,94,96,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73398083759241,43.06207013824136]}"
308,102,103,1.2411095,100,100,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73381839781923,43.062257847914914]}"
309,175,181,1.396448,162,184,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75123880224493,43.04904912884206]}"
310,141,144,1.0153327,124,141,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86140867823273,43.16902198009024]}"
311,164,172,1.4493523,160,174,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75121653314686,43.048895922971546]}"
312,144,152,1.5340214,146,157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75143489268407,43.04906870055491]}"
313,134,138,1.1253444,118,128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75127334385887,43.049202432874935]}"
314,173,186,1.1963397,158,188,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90310699119432,43.05666239843429]}"
315,100,108,-0.4412092,84,98,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93424864759018,43.024765982996875]}"
316,133,145,1.0908514,136,149,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.841042353717,43.052108701628164]}"
317,116,126,0.58781666,98,116,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93419914709457,43.02480167298855]}"
318,90,97,0.82754403,92,90,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83496779632121,43.185368479288464]}"
319,132,138,0.99903286,123,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86121181230598,43.169029595751056]}"
320,150,154,0.90362453,138,155,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86155813055265,43.168879008491245]}"
321,94,106,1.0859582,100,96,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83501504098383,43.1855128456856]}"
322,157,170,1.1849486,142,169,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90316769302952,43.05671681330049]}"
323,122,130,0.92814356,118,116,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75117529843838,43.04919264692046]}"
324,101,106,1.2671134,102,105,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73380953462814,43.062032735469764]}"
325,108,118,0.49532452,96,108,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93424993170053,43.024657970843585]}"
326,149,148,1.5443966,140,152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73992830087403,43.04865203642753]}"
327,118,122,1.018034,99,117,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86158059599995,43.16904119292424]}"
328,173,179,1.3634796,159,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75122626214146,43.049067031789015]}"
329,89,98,0.5589837,94,91,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83513730751902,43.1855677430334]}"
330,113,124,1.0678483,116,118,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90277290146359,43.056876208236595]}"
331,97,102,0.6888356,125,92,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76641757678932,43.08455485778722]}"
332,134,137,1.1237459,122,139,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86131101396224,43.16896728386216]}"
333,158,161,1.4215549,146,165,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73985168579762,43.0488494517949]}"
334,173,188,1.1765773,162,194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90321757225274,43.05665413456818]}"
335,143,150,1.3509161,137,152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75111875597618,43.0488681358523]}"
336,96,104,0.6147689,96,92,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83507544112965,43.185594297650184]}"
337,88,102,1.1172261,104,107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84076705057313,43.068048599667534]}"
338,122,130,1.0613151,120,120,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90261422808157,43.05680313579967]}"
339,119,126,1.0699157,108,126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86134814062275,43.16894954227546]}"
340,112,118,1.0006502,106,114,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86165437639951,43.169041712090035]}"
341,84,88,0.7572897,89,86,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83485734139862,43.18534967337571]}"
342,148,153,0.8696966,133,152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86142298509314,43.168869055908665]}"
343,120,126,0.87867033,112,122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8617173966664,43.16892513647814]}"
344,115,112,1.2428669,98,110,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73394524088896,43.06198883363232]}"
345,133,142,1.5646908,140,146,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75149866339673,43.04890718120069]}"
346,143,147,1.5646099,156,157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75159376466057,43.04911497921809]}"
347,116,128,1.0485513,112,124,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8616677369983,43.168960792927855]}"
348,118,122,0.92566615,120,113,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74833741596,43.06910848555154]}"
349,126,130,1.4485542,123,126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73992979149521,43.048553030573395]}"
350,136,137,1.5334605,130,138,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74001474870862,43.0486167299583]}"
351,170,184,1.3241247,155,185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90320485120068,43.05669005627509]}"
352,124,124,0.99237245,102,116,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86161724976992,43.169059453776086]}"
353,94,96,0.412931,90,87,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84106605511622,43.05217188411087]}"
354,130,140,1.0293633,124,139,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86139827345087,43.1688778834408]}"
355,91,99,0.5998574,95,90,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83480630838571,43.18548432382371]}"
356,118,125,0.98134404,106,119,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8617035633336,43.169042058174135]}"
357,98,101,-0.17397945,94,94,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83518809554833,43.18545109352667]}"
358,139,144,1.5341529,134,145,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73989067098488,43.048705741459564]}"
359,158,162,1.506829,158,168,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75129070265368,43.04886050975354]}"
360,104,109,1.2466836,103,107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73371147183589,43.06202293440824]}"
361,173,185,1.282645,151,186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90295992208938,43.05664341376238]}"
362,124,130,1.0122913,117,132,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86129800767645,43.16902120108634]}"
363,98,108,0.5021789,88,97,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9342244324148,43.02473882293225]}"
364,100,112,0.85295033,126,104,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76644279482318,43.084510048291065]}"
365,154,164,1.2015823,142,166,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74854638298781,43.06909215916115]}"
366,152,160,1.545843,159,168,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75154534415503,43.04906958386526]}"
367,130,132,1.1334727,116,122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75099375632688,43.04902016345021]}"
368,102,107,1.2951888,106,102,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73388277471079,43.06206033732587]}"
369,132,130,1.5720555,130,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73991440244912,43.04875994342616]}"
370,105,114,0.79730827,110,107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83503756370337,43.18566603378635]}"
371,164,174,1.2114682,170,189,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84057002278881,43.068092185567636]}"
372,126,130,0.93751997,114,128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86159502065436,43.168879268086556]}"
373,170,174,1.2628506,141,172,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93412682273791,43.02469318971103]}"
374,110,124,1.0291243,128,128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84093867940607,43.06806784147169]}"
375,134,138,1.1333612,120,128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7510057609142,43.04903826276739]}"
376,107,109,0.9464006,93,106,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86167908807212,43.16903288450307]}"
377,156,165,1.5679016,162,175,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75156828318846,43.049177786871795]}"
378,164,168,1.2747074,136,164,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93412735787238,43.02464818464806]}"
379,120,133,1.1751122,114,134,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90304416730538,43.05677900060128]}"
380,171,184,0.9415945,177,194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84101257983538,43.068050371466946]}"
381,101,109,0.20710526,101,101,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83467051996438,43.18551934212498]}"
382,125,130,1.5448341,127,132,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73987745007783,43.04876864579308]}"
383,148,157,1.2647347,128,152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.93409066065436,43.02463894805505]}"
384,120,122,0.8614914,102,118,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75116396312639,43.049129544822044]}"
385,89,95,0.828694,88,88,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83510224028869,43.185432466636385]}"
386,112,120,1.2605683,113,119,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73375838782832,43.062167342623994]}"
387,116,117,1.0227531,98,114,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86161760441418,43.169032451881556]}"
388,150,154,1.6319512,145,156,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7399510837931,43.04876924211121]}"
389,155,160,1.5452125,160,170,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7515095975567,43.048997284953835]}"
390,152,150,1.4551316,133,152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74004010618917,43.048562925511305]}"
391,86,96,0.5037209,85,84,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83502624123537,43.18559394000972]}"
392,112,120,0.7890885,128,116,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76629583618721,43.08448188730536]}"
393,90,97,0.6910162,92,88,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511478458207,43.18541455494791]}"
394,153,169,1.1984229,163,186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84058217838299,43.068101274935096]}"
395,158,172,1.2031265,168,183,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84075441155724,43.06807551329636]}"
396,118,120,0.925717,120,111,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74870772200097,43.06897643273222]}"
397,93,100,0.7590492,96,92,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83511209669659,43.185612566958206]}"
398,160,166,1.2729008,154,173,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74874267058902,43.06910273547869]}"
399,164,178,1.1673137,152,192,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90293403283849,43.05675126070653]}"
400,64,64,-1.8897637,32,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78955061336232,43.10464598313536]}"
401,63,65,-1.8897637,31,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78913515632722,43.10448977128289]}"
402,70,74,-1.2612033,26,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8826262847436,43.129292719733925]}"
403,60,56,-1.4999208,40,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82557420114445,43.176082328968356]}"
404,62,57,-1.4999208,32,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8198783450254,43.195753446298056]}"
405,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86838246090004,43.08011770154922]}"
406,71,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84843338191142,43.12394043911867]}"
407,56,52,-1.4999208,34,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82017446313658,43.19569262784842]}"
408,73,74,-1.4999237,30,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86991694834866,43.0792102325734]}"
409,63,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78915206822032,43.10416584510405]}"
410,60,55,-1.4999208,39,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82548799135374,43.176090696583195]}"
411,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86894188602479,43.078645339881916]}"
412,74,72,-1.4999237,27,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86804636598394,43.079521250645385]}"
413,73,74,-1.4999237,29,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86839788568017,43.078929597563715]}"
414,72,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8694459202148,43.07954901289129]}"
415,72,74,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86968484719931,43.08006376856406]}"
416,58,58,-1.4999208,36,50,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8255448430458,43.17553302482861]}"
417,72,72,-1.4999237,30,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87025375933356,43.079752673397834]}"
418,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86835473920925,43.079415383154505]}"
419,73,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86816120592177,43.080134161031204]}"
420,73,69,-1.4999237,28,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84860367578327,43.12314952199548]}"
421,74,74,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87038225982212,43.079312489103344]}"
422,64,66,-1.4999208,40,56,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82479954873024,43.176067629785045]}"
423,73,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86863938442252,43.08019150641408]}"
424,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86908876299715,43.0786823701196]}"
425,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87020067969753,43.08005835845201]}"
426,74,69,-1.4999237,28,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84878415123943,43.1234388612298]}"
427,72,72,-1.4999237,30,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8688042513396,43.07884241560787]}"
428,74,72,-1.4999237,30,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86910643228467,43.079213587905606]}"
429,76,76,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86972608742772,43.0787768265112]}"
430,74,71,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8684047985695,43.080288887814156]}"
431,74,74,-1.4999237,30,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86884213851575,43.078761665330575]}"
432,74,74,-1.4999237,29,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8697583740973,43.07912811392121]}"
433,59,55,-1.4999208,32,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82008834945489,43.19569199063162]}"
434,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86954788489204,43.07926167191223]}"
435,72,68,-1.4999237,28,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84952535811941,43.12314710649888]}"
436,76,72,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86908280874303,43.07914141042285]}"
437,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86838946306925,43.07863248587187]}"
438,56,52,-1.4999208,34,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82455779349004,43.17575980134297]}"
439,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84824289885286,43.123479998670355]}"
440,56,54,-1.4999208,32,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8198213160217,43.19542897317913]}"
441,72,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86983756022883,43.07965075835071]}"
442,72,74,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.870156227807,43.0796979849399]}"
443,52,50,-1.4999208,32,45,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82016178792944,43.19571953830752]}"
444,57,53,-1.4999208,38,39,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82475468462002,43.17575224898474]}"
445,72,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86964354845955,43.07946037353468]}"
446,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8702201871092,43.07950039485132]}"
447,70,70,-1.4999237,26,57,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84928674277454,43.12353246803229]}"
448,84,92,-1.4999237,48,86,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92445339115432,43.04245419498416]}"
449,74,74,-1.4999237,30,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86953172867318,43.07861344387726]}"
450,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84845106769758,43.1235354966737]}"
451,75,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86838841140931,43.07871349297386]}"
452,74,74,-1.4999237,27,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86912760422106,43.07947478196495]}"
453,70,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84856249546232,43.12347328272017]}"
454,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87027361585747,43.07916770737655]}"
455,73,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86885174741133,43.07991393754829]}"
456,68,62,-1.8897637,20,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72753367609403,43.07506972401499]}"
457,76,68,-1.4999237,28,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84937179723774,43.123605087862224]}"
458,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86843157672409,43.08011804417807]}"
459,72,71,-1.4999237,27,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86815547284199,43.079630031292794]}"
460,74,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84955287662483,43.123849422522795]}"
461,60,64,-1.8897637,32,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78930378429608,43.10472510474703]}"
462,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8487323628652,43.12363652472947]}"
463,74,72,-1.4999237,25,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8681706795383,43.080350265581906]}"
464,68,62,-1.8897637,22,47,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72734703915715,43.075230220667]}"
465,72,72,-1.4999237,27,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86861329527575,43.079363177029116]}"
466,72,67,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84960981341034,43.12326472953962]}"
467,78,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86937939074203,43.079944619892615]}"
468,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84900424839032,43.12352144808757]}"
469,75,71,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86820599085385,43.0795223645686]}"
470,59,56,-1.4999208,37,49,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82484200681559,43.175662877078636]}"
471,62,65,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78943497458009,43.1041410097202]}"
472,60,64,-1.8897637,31,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.789123772732,43.104426673115405]}"
473,72,72,-1.4999237,27,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86857015015026,43.079848962675726]}"
474,74,73,-1.4999237,26,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86946625110592,43.07892804388624]}"
